Motifs:     Frequencies:
8798        0.01%
4807        0.01%
18092       0.01%
279210      0.01%
295481      0.01%
139669      0.01%
99470       0.01%
557673      0.01%
533049      0.01%
19603       0.01%
529068      0.01%
33341       0.01%
533196      0.01%
4558        0.01%
5319        0.01%
18117       0.01%
557737      0.01%
17047       0.01%
533094      0.01%
19046       0.01%
19605       0.01%
530574      0.01%
147854      0.01%
528998      0.01%
529100      0.01%
295594      0.01%
17469       0.01%
18090       0.01%
541241      0.01%
541070      0.01%
529062      0.01%
18083       0.01%
559251      0.01%
559187      0.01%
529061      0.01%
557454      0.01%
266917      0.01%
4781        0.01%
529004      0.01%
17006       0.01%
135788      0.01%
557715      0.01%
74089       0.01%
16791       0.01%
8647        0.01%
557674      0.01%
18009       0.01%
98702       0.01%
8599        0.01%
528997      0.01%
74441       0.01%
4669        0.01%
82318       0.01%
557738      0.01%
18067       0.01%
528670      0.01%
528949      0.01%
528782      0.01%
8654        0.01%
74185       0.01%
16671       0.01%
4717        0.01%
557475      0.01%
266853      0.01%
8542        0.01%
17977       0.01%
4551        0.01%
135852      0.01%
135829      0.01%
557625      0.01%
3276        0.00%
238         0.00%
559308      0.00%
557772      0.00%
17518       0.00%
575         0.00%
19558       0.00%
1643        0.00%
17305       0.00%
34403       0.00%
319         0.00%
279244      0.00%
35491       0.00%
34926       0.00%
719         0.00%
36035       0.00%
17356       0.00%
2167        0.00%
2269        0.00%
3275        0.00%
542873      0.00%
35891       0.00%
34412       0.00%
2286        0.00%
18479       0.00%
3278        0.00%
135529      0.00%
35500       0.00%
734         0.00%
533534      0.00%
733         0.00%
139861      0.00%
34919       0.00%
559257      0.00%
34501       0.00%
17566       0.00%
3134        0.00%
8862        0.00%
19541       0.00%
19507       0.00%
223         0.00%
35529       0.00%
279235      0.00%
34974       0.00%
830         0.00%
139918      0.00%
542924      0.00%
557598      0.00%
557763      0.00%
135765      0.00%
34967       0.00%
279091      0.00%
559189      0.00%
974         0.00%
74382       0.00%
559274      0.00%
749         0.00%
166030      0.00%
559206      0.00%
16687       0.00%
278979      0.00%
17551       0.00%
557507      0.00%
750         0.00%
1371        0.00%
135454      0.00%
19626       0.00%
139881      0.00%
69993       0.00%
148622      0.00%
35385       0.00%
100494      0.00%
139550      0.00%
559155      0.00%
529438      0.00%
34357       0.00%
34847       0.00%
4510        0.00%
17322       0.00%
139980      0.00%
139724      0.00%
4462        0.00%
8855        0.00%
19660       0.00%
19609       0.00%
33055       0.00%
8814        0.00%
463         0.00%
83086       0.00%
17559       0.00%
17439       0.00%
557342      0.00%
135566      0.00%
4503        0.00%
70030       0.00%
74345       0.00%
35482       0.00%
16975       0.00%
542750      0.00%
34390       0.00%
139806      0.00%
34959       0.00%
36044       0.00%
239         0.00%
4383        0.00%
4703        0.00%
69918       0.00%
2743        0.00%
33501       0.00%
34103       0.00%
35131       0.00%
8631        0.00%
2239        0.00%
2367        0.00%
6459        0.00%
5435        0.00%
267612      0.00%
18747       0.00%
17307       0.00%
559310      0.00%
5691        0.00%
987         0.00%
33403       0.00%
17303       0.00%
75933       0.00%
19566       0.00%
74397       0.00%
17243       0.00%
559820      0.00%
3307        0.00%
74141       0.00%
295581      0.00%
26202       0.00%
2271        0.00%
148377      0.00%
6743        0.00%
5438        0.00%
35902       0.00%
164761      0.00%
148282      0.00%
541342      0.00%
295849      0.00%
9022        0.00%
148309      0.00%
17007       0.00%
6239        0.00%
17246       0.00%
10335       0.00%
9630        0.00%
17259       0.00%
17822       0.00%
18843       0.00%
33487       0.00%
541133      0.00%
296601      0.00%
35134       0.00%
34011       0.00%
534686      0.00%
26310       0.00%
166093      0.00%
5723        0.00%
33999       0.00%
2791        0.00%
17726       0.00%
297165      0.00%
140090      0.00%
9534        0.00%
279197      0.00%
541854      0.00%
278957      0.00%
34029       0.00%
534733      0.00%
33463       0.00%
35927       0.00%
139933      0.00%
17310       0.00%
532941      0.00%
35166       0.00%
19038       0.00%
148125      0.00%
2623        0.00%
164666      0.00%
19150       0.00%
148329      0.00%
33903       0.00%
2679        0.00%
164662      0.00%
140185      0.00%
19143       0.00%
8799        0.00%
164697      0.00%
82333       0.00%
149661      0.00%
137309      0.00%
135994      0.00%
5534        0.00%
7339        0.00%
6747        0.00%
35895       0.00%
559277      0.00%
17319       0.00%
27306       0.00%
5550        0.00%
35950       0.00%
559309      0.00%
2683        0.00%
281254      0.00%
18669       0.00%
148325      0.00%
17358       0.00%
35127       0.00%
18027       0.00%
295845      0.00%
10558       0.00%
34254       0.00%
27702       0.00%
295325      0.00%
141485      0.00%
136089      0.00%
26982       0.00%
271958      0.00%
19035       0.00%
542877      0.00%
295829      0.00%
35278       0.00%
147869      0.00%
34023       0.00%
149613      0.00%
35943       0.00%
149709      0.00%
295738      0.00%
296553      0.00%
17085       0.00%
559786      0.00%
165997      0.00%
34363       0.00%
280733      0.00%
26170       0.00%
8829        0.00%
137932      0.00%
533197      0.00%
35053       0.00%
8543        0.00%
2781        0.00%
36046       0.00%
11422       0.00%
295852      0.00%
281253      0.00%
279465      0.00%
33467       0.00%
280782      0.00%
2782        0.00%
17831       0.00%
297117      0.00%
51916       0.00%
35023       0.00%
27034       0.00%
148310      0.00%
2175        0.00%
295772      0.00%
17117       0.00%
35934       0.00%
35995       0.00%
34398       0.00%
271005      0.00%
35246       0.00%
35383       0.00%
447         0.00%
148313      0.00%
164693      0.00%
273061      0.00%
16877       0.00%
139693      0.00%
280749      0.00%
270797      0.00%
272026      0.00%
281004      0.00%
17127       0.00%
10926       0.00%
533150      0.00%
297069      0.00%
33951       0.00%
34107       0.00%
272041      0.00%
35422       0.00%
542926      0.00%
703         0.00%
3247        0.00%
541390      0.00%
541389      0.00%
295740      0.00%
6715        0.00%
35230       0.00%
272025      0.00%
149565      0.00%
19623       0.00%
84125       0.00%
8911        0.00%
18119       0.00%
33598       0.00%
19003       0.00%
279354      0.00%
272812      0.00%
297626      0.00%
33183       0.00%
35182       0.00%
295836      0.00%
19047       0.00%
99126       0.00%
295734      0.00%
270653      0.00%
542925      0.00%
27286       0.00%
3291        0.00%
267164      0.00%
26266       0.00%
296556      0.00%
166061      0.00%
2749        0.00%
18891       0.00%
279452      0.00%
541341      0.00%
296614      0.00%
149597      0.00%
6763        0.00%
51801       0.00%
164269      0.00%
542893      0.00%
557485      0.00%
297642      0.00%
267868      0.00%
19147       0.00%
297638      0.00%
279461      0.00%
27754       0.00%
1003        0.00%
17214       0.00%
17774       0.00%
35947       0.00%
35486       0.00%
17083       0.00%
267068      0.00%
35998       0.00%
281258      0.00%
100700      0.00%
297564      0.00%
19051       0.00%
5726        0.00%
268953      0.00%
2287        0.00%
18750       0.00%
35387       0.00%
296364      0.00%
297388      0.00%
82589       0.00%
8919        0.00%
7275        0.00%
534637      0.00%
5742        0.00%
559772      0.00%
271962      0.00%
27302       0.00%
19111       0.00%
9134        0.00%
297166      0.00%
164700      0.00%
51862       0.00%
17351       0.00%
271162      0.00%
18859       0.00%
33261       0.00%
273050      0.00%
10670       0.00%
532894      0.00%
6462        0.00%
33135       0.00%
141405      0.00%
9790        0.00%
296604      0.00%
17838       0.00%
2686        0.00%
9566        0.00%
149677      0.00%
36011       0.00%
19659       0.00%
296300      0.00%
71885       0.00%
559766      0.00%
36014       0.00%
296348      0.00%
27750       0.00%
296534      0.00%
7374        0.00%
296652      0.00%
35159       0.00%
297644      0.00%
100445      0.00%
533662      0.00%
17103       0.00%
34110       0.00%
542878      0.00%
534621      0.00%
541085      0.00%
281260      0.00%
18078       0.00%
267884      0.00%
296617      0.00%
19118       0.00%
7323        0.00%
273049      0.00%
296598      0.00%
534589      0.00%
33887       0.00%
267929      0.00%
17131       0.00%
532909      0.00%
17323       0.00%
559782      0.00%
281238      0.00%
280781      0.00%
528797      0.00%
18791       0.00%
297628      0.00%
559262      0.00%
6750        0.00%
541357      0.00%
34007       0.00%
18639       0.00%
8685        0.00%
82590       0.00%
530637      0.00%
542863      0.00%
534701      0.00%
34359       0.00%
148314      0.00%
9886        0.00%
297324      0.00%
2779        0.00%
557980      0.00%
296538      0.00%
541101      0.00%
7230        0.00%
34462       0.00%
542813      0.00%
2797        0.00%
19550       0.00%
27290       0.00%
271053      0.00%
9118        0.00%
19559       0.00%
16751       0.00%
5838        0.00%
35435       0.00%
33517       0.00%
135485      0.00%
559213      0.00%
267066      0.00%
164757      0.00%
150220      0.00%
297676      0.00%
8669        0.00%
36007       0.00%
11438       0.00%
35483       0.00%
7227        0.00%
19515       0.00%
7223        0.00%
297133      0.00%
33742       0.00%
35431       0.00%
84029       0.00%
9582        0.00%
33499       0.00%
273066      0.00%
147885      0.00%
542781      0.00%
270765      0.00%
84173       0.00%
34395       0.00%
33399       0.00%
296540      0.00%
18894       0.00%
35534       0.00%
281242      0.00%
279468      0.00%
10910       0.00%
266701      0.00%
271021      0.00%
296284      0.00%
26282       0.00%
9311        0.00%
296602      0.00%
27798       0.00%
529054      0.00%
34142       0.00%
164780      0.00%
164710      0.00%
16871       0.00%
19099       0.00%
281189      0.00%
296597      0.00%
35479       0.00%
19031       0.00%
559708      0.00%
10814       0.00%
16875       0.00%
533165      0.00%
297562      0.00%
558238      0.00%
19563       0.00%
165949      0.00%
33391       0.00%
17863       0.00%
19614       0.00%
7259        0.00%
6487        0.00%
9646        0.00%
19102       0.00%
295341      0.00%
295597      0.00%
6503        0.00%
6510        0.00%
9423        0.00%
135581      0.00%
98974       0.00%
266557      0.00%
27238       0.00%
135837      0.00%
271957      0.00%
280940      0.00%
17021       0.00%
9678        0.00%
528845      0.00%
18527       0.00%
272541      0.00%
296549      0.00%
16991       0.00%
33646       0.00%
17133       0.00%
11326       0.00%
534685      0.00%
140204      0.00%
141469      0.00%
7271        0.00%
33231       0.00%
9934        0.00%
267628      0.00%
164713      0.00%
35899       0.00%
18014       0.00%
100557      0.00%
268381      0.00%
540989      0.00%
2479        0.00%
4447        0.00%
18855       0.00%
6766        0.00%
17815       0.00%
139949      0.00%
35179       0.00%
281244      0.00%
33495       0.00%
296550      0.00%
165981      0.00%
272557      0.00%
27818       0.00%
279213      0.00%
19611       0.00%
1455        0.00%
76492       0.00%
296533      0.00%
281241      0.00%
297625      0.00%
5470        0.00%
281178      0.00%
141421      0.00%
135629      0.00%
164509      0.00%
33255       0.00%
296554      0.00%
27814       0.00%
9822        0.00%
18779       0.00%
33630       0.00%
27222       0.00%
17115       0.00%
272022      0.00%
17645       0.00%
297558      0.00%
16735       0.00%
139677      0.00%
18126       0.00%
281174      0.00%
75869       0.00%
34222       0.00%
19655       0.00%
33259       0.00%
534734      0.00%
6811        0.00%
281180      0.00%
273068      0.00%
280685      0.00%
35175       0.00%
75981       0.00%
7262        0.00%
33515       0.00%
33469       0.00%
7326        0.00%
100716      0.00%
272589      0.00%
530541      0.00%
17355       0.00%
18775       0.00%
27050       0.00%
101020      0.00%
82844       0.00%
297308      0.00%
35031       0.00%
164253      0.00%
82349       0.00%
532893      0.00%
18030       0.00%
8925        0.00%
141373      0.00%
18087       0.00%
34206       0.00%
34414       0.00%
27738       0.00%
6711        0.00%
6718        0.00%
34510       0.00%
281257      0.00%
297580      0.00%
6491        0.00%
533149      0.00%
148141      0.00%
266957      0.00%
33511       0.00%
529101      0.00%
9902        0.00%
19006       0.00%
164698      0.00%
266909      0.00%
273052      0.00%
164709      0.00%
27226       0.00%
17758       0.00%
17870       0.00%
140182      0.00%
140181      0.00%
297637      0.00%
559197      0.00%
542829      0.00%
34478       0.00%
18887       0.00%
141517      0.00%
273062      0.00%
2685        0.00%
19630       0.00%
5582        0.00%
51814       0.00%
33694       0.00%
27706       0.00%
6494        0.00%
6814        0.00%
530493      0.00%
164716      0.00%
17615       0.00%
296613      0.00%
8663        0.00%
35390       0.00%
35419       0.00%
6351        0.00%
272028      0.00%
136041      0.00%
10447       0.00%
8923        0.00%
19662       0.00%
137422      0.00%
10606       0.00%
5486        0.00%
27082       0.00%
5070        0.00%
27846       0.00%
272042      0.00%
33710       0.00%
9838        0.00%
148330      0.00%
281194      0.00%
278941      0.00%
82746       0.00%
17723       0.00%
35991       0.00%
17111       0.00%
297577      0.00%
101068      0.00%
296620      0.00%
271276      0.00%
27338       0.00%
137373      0.00%
17835       0.00%
268969      0.00%
297021      0.00%
529053      0.00%
530589      0.00%
84077       0.00%
99228       0.00%
295788      0.00%
271054      0.00%
99486       0.00%
26314       0.00%
271260      0.00%
267932      0.00%
100461      0.00%
71773       0.00%
296537      0.00%
33975       0.00%
273046      0.00%
19627       0.00%
557726      0.00%
51884       0.00%
33405       0.00%
99164       0.00%
70301       0.00%
75982       0.00%
268889      0.00%
266669      0.00%
2775        0.00%
2750        0.00%
6862        0.00%
51817       0.00%
135885      0.00%
18999       0.00%
148126      0.00%
148380      0.00%
266653      0.00%
